"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 04 23:21:38 TRT 2024","Sun Feb 04 23:21:38 TRT 2024","315","","tests/Api/api.spec.ts","API Testing","","","Simple API Test - Assert Invalid Endpoint",""
"passed","Sun Feb 04 23:21:38 TRT 2024","Sun Feb 04 23:21:38 TRT 2024","317","","tests/Api/api.spec.ts","API Testing","","","Simple API Test - Assert Response Status",""
