"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 04 23:56:34 TRT 2024","Sun Feb 04 23:56:34 TRT 2024","222","","tests/Api/api.spec.ts","API Testing","","","Simple API Test - Assert Invalid Endpoint",""
"passed","Sun Feb 04 23:56:34 TRT 2024","Sun Feb 04 23:56:34 TRT 2024","179","","tests/Api/api.spec.ts","API Testing","","","Simple API Test - Assert Response Status",""
